11/13/2018
7:36:28 PM

0, CH+=0, CH-=199, Range=+/-10, y=a
1, CH+=1, CH-=199, Range=+/-10, y=b
2, CH+=2, CH-=199, Range=+/-10, y=c
3, CH+=3, CH-=199, Range=+/-10, y=d


Time	v0	v1	v2	v3	y0	y1	y2	y3
1.730000	0.940213	1.786674	0.340655	0.259299	0.940213	1.786674	0.340655	0.259299
1.740000	0.945286	1.771460	0.345727	0.107237	0.945286	1.771460	0.345727	0.107237
1.750000	0.940213	1.786674	0.477587	0.122443	0.940213	1.786674	0.477587	0.122443
1.760000	0.955432	1.771460	0.416728	0.026138	0.955432	1.771460	0.416728	0.026138
1.770000	0.965578	1.771460	0.127649	0.026138	0.965578	1.771460	0.127649	0.026138
1.780000	0.955432	1.781603	0.254439	0.122443	0.955432	1.781603	0.254439	0.122443
1.790000	0.960505	1.776532	0.097220	0.142718	0.960505	1.776532	0.097220	0.142718
1.800000	0.955432	1.786674	-0.065070	0.218749	0.955432	1.786674	-0.065070	0.218749
1.810000	0.935140	1.791746	0.198651	0.279574	0.935140	1.791746	0.198651	0.279574
1.820000	0.940213	1.776532	-0.034641	0.142718	0.940213	1.776532	-0.034641	0.142718
1.830000	0.935140	1.786674	-0.085356	0.178199	0.935140	1.786674	-0.085356	0.178199
1.840000	0.935140	1.776532	0.031290	0.081894	0.935140	1.776532	0.031290	0.081894
1.850000	0.960505	1.766389	-0.065070	-0.100581	0.960505	1.766389	-0.065070	-0.100581
1.860000	0.930066	1.761317	-0.202002	-0.283055	0.930066	1.761317	-0.202002	-0.283055
1.870000	0.935140	1.771460	-0.242575	-0.181680	0.935140	1.771460	-0.242575	-0.181680
1.880000	0.945286	1.786674	0.021147	-0.014412	0.945286	1.786674	0.021147	-0.014412
1.890000	0.935140	1.791746	0.132721	0.178199	0.935140	1.791746	0.132721	0.178199
1.900000	0.930066	1.786674	-0.166501	0.178199	0.930066	1.786674	-0.166501	0.178199
1.910000	0.935140	1.786674	-0.196930	0.233955	0.935140	1.786674	-0.196930	0.233955
1.920000	0.950359	1.761317	-0.186787	-0.070168	0.950359	1.761317	-0.186787	-0.070168
1.930000	0.960505	1.786674	-0.166501	0.086962	0.960505	1.786674	-0.166501	0.086962
1.940000	0.940213	1.766389	-0.014354	-0.034687	0.940213	1.766389	-0.014354	-0.034687
1.950000	0.945286	1.771460	0.000860	-0.100581	0.945286	1.771460	0.000860	-0.100581
1.960000	0.945286	1.786674	0.142864	0.142718	0.945286	1.786674	0.142864	0.142718
1.970000	0.940213	1.771460	0.345727	0.112306	0.940213	1.771460	0.345727	0.112306
1.980000	0.940213	1.766389	0.335583	-0.014412	0.940213	1.766389	0.335583	-0.014412
1.990000	0.935140	1.781603	0.452229	0.147787	0.935140	1.781603	0.452229	0.147787
2.000000	0.945286	1.781603	0.396442	0.066687	0.945286	1.781603	0.396442	0.066687
2.010000	0.965578	1.771460	0.137793	0.066687	0.965578	1.771460	0.137793	0.066687
2.020000	0.955432	1.771460	0.163150	0.026138	0.955432	1.771460	0.163150	0.026138
2.030000	0.955432	1.781603	0.147936	0.233955	0.955432	1.781603	0.147936	0.233955
2.040000	0.960505	1.786674	0.188508	0.375880	0.960505	1.786674	0.188508	0.375880
2.050000	0.945286	1.786674	0.442086	0.380948	0.945286	1.786674	0.442086	0.380948
2.060000	0.955432	1.776532	0.310226	0.239024	0.955432	1.776532	0.310226	0.239024
2.070000	0.940213	1.786674	0.279796	0.330261	0.940213	1.786674	0.279796	0.330261
2.080000	0.940213	1.781603	0.264582	0.274505	0.940213	1.781603	0.264582	0.274505
2.090000	0.965578	1.776532	0.284868	0.284643	0.965578	1.776532	0.284868	0.284643
2.100000	0.945286	1.771460	0.142864	0.173131	0.945286	1.771460	0.142864	0.173131
2.110000	0.945286	1.781603	0.132721	0.289711	0.945286	1.781603	0.132721	0.289711
2.120000	0.950359	1.796817	0.426872	0.477254	0.950359	1.796817	0.426872	0.477254
2.130000	0.940213	1.796817	0.447158	0.619179	0.940213	1.796817	0.447158	0.619179
2.140000	0.935140	1.796817	0.183437	0.609041	0.935140	1.796817	0.183437	0.609041
2.150000	0.950359	1.796817	0.168222	0.664797	0.950359	1.796817	0.168222	0.664797
2.160000	0.945286	1.776532	0.127649	0.304918	0.945286	1.776532	0.127649	0.304918
