11/6/2018
7:54:21 PM

0, CH+=0, CH-=199, Range=+/-10, y=a
1, CH+=1, CH-=199, Range=+/-10, y=b


Time	v0	v1	y0	y1
0.000000	3.355820	0.228709	3.355820	0.228709
0.010000	3.360880	0.193246	3.360880	0.193246
0.020000	3.355820	0.223643	3.355820	0.223643
0.030000	3.355820	0.203378	3.355820	0.203378
0.040000	3.355820	0.233775	3.355820	0.233775
0.050000	3.355820	0.208444	3.355820	0.208444
0.060000	3.360880	0.223643	3.360880	0.223643
0.070000	3.360880	0.193246	3.360880	0.193246
0.080000	3.360880	0.203378	3.360880	0.203378
0.090000	3.355820	0.178047	3.355820	0.178047
0.100000	3.360880	0.193246	3.360880	0.193246
0.110000	3.360880	0.162849	3.360880	0.162849
0.120000	3.355820	0.178047	3.355820	0.178047
0.130000	3.360880	0.162849	3.360880	0.162849
0.140000	3.355820	0.178047	3.355820	0.178047
0.150000	3.355820	0.157783	3.355820	0.157783
0.160000	3.360880	0.188180	3.360880	0.188180
0.170000	3.355820	0.183114	3.355820	0.183114
0.180000	3.355820	0.218577	3.355820	0.218577
0.190000	3.360880	0.203378	3.360880	0.203378
0.200000	3.360880	0.238841	3.360880	0.238841
0.210000	3.360880	0.228709	3.360880	0.228709
0.220000	3.360880	0.254040	3.360880	0.254040
0.230000	3.355820	0.233775	3.355820	0.233775
0.240000	3.360880	0.254040	3.360880	0.254040
0.250000	3.360880	0.228709	3.360880	0.228709
0.260000	3.360880	0.233775	3.360880	0.233775
0.270000	3.355820	0.193246	3.355820	0.193246
0.280000	3.360880	0.213511	3.360880	0.213511
0.290000	3.360880	0.193246	3.360880	0.193246
0.300000	3.360880	0.228709	3.360880	0.228709
0.310000	3.360880	0.218577	3.360880	0.218577
0.320000	3.360880	0.243907	3.360880	0.243907
0.330000	3.360880	0.223643	3.360880	0.223643
0.340000	3.360880	0.238841	3.360880	0.238841
0.350000	3.355820	0.198312	3.355820	0.198312
0.360000	3.360880	0.208444	3.360880	0.208444
0.370000	3.355820	0.178047	3.355820	0.178047
0.380000	3.360880	0.203378	3.360880	0.203378
0.390000	3.355820	0.183114	3.355820	0.183114
0.400000	3.360880	0.218577	3.360880	0.218577
0.410000	3.360880	0.203378	3.360880	0.203378
0.420000	3.355820	0.218577	3.355820	0.218577
0.430000	3.360880	0.188180	3.360880	0.188180
0.440000	3.360880	0.203378	3.360880	0.203378
0.450000	3.360880	0.172981	3.360880	0.172981
0.460000	3.355820	0.198312	3.355820	0.198312
0.470000	3.360880	0.178047	3.360880	0.178047
0.480000	3.355820	0.208444	3.355820	0.208444
0.490000	3.360880	0.188180	3.360880	0.188180
0.500000	3.360880	0.218577	3.360880	0.218577
0.510000	3.360880	0.183114	3.360880	0.183114
0.520000	3.360880	0.193246	3.360880	0.193246
0.530000	3.355820	0.157783	3.355820	0.157783
0.540000	3.360880	0.172981	3.360880	0.172981
0.550000	3.360880	0.157783	3.360880	0.157783
0.560000	3.355820	0.178047	3.355820	0.178047
0.570000	3.360880	0.167915	3.360880	0.167915
0.580000	3.360880	0.203378	3.360880	0.203378
0.590000	3.360880	0.183114	3.360880	0.183114
0.600000	3.360880	0.198312	3.360880	0.198312
0.610000	3.360880	0.167915	3.360880	0.167915
0.620000	3.360880	0.178047	3.360880	0.178047
0.630000	3.355820	0.142584	3.355820	0.142584
0.640000	3.360880	0.157783	3.360880	0.157783
0.650000	3.360880	0.137518	3.360880	0.137518
0.660000	3.360880	0.162849	3.360880	0.162849
0.670000	3.360880	0.152717	3.360880	0.152717
0.680000	3.360880	0.178047	3.360880	0.178047
0.690000	3.360880	0.162849	3.360880	0.162849
0.700000	3.360880	0.188180	3.360880	0.188180
0.710000	3.360880	0.162849	3.360880	0.162849
0.720000	3.355820	0.188180	3.355820	0.188180
0.730000	3.360880	0.157783	3.360880	0.157783
0.740000	3.360880	0.167915	3.360880	0.167915
0.750000	3.360880	0.142584	3.360880	0.142584
0.760000	3.360880	0.152717	3.360880	0.152717
0.770000	3.360880	0.132452	3.360880	0.132452
0.780000	3.360880	0.157783	3.360880	0.157783
0.790000	3.360880	0.152717	3.360880	0.152717
0.800000	3.360880	0.183114	3.360880	0.183114
0.810000	3.360880	0.167915	3.360880	0.167915
0.820000	3.360880	0.198312	3.360880	0.198312
0.830000	3.360880	0.172981	3.360880	0.172981
0.840000	3.360880	0.193246	3.360880	0.193246
0.850000	3.360880	0.162849	3.360880	0.162849
0.860000	3.360880	0.178047	3.360880	0.178047
0.870000	3.360880	0.142584	3.360880	0.142584
0.880000	3.360880	0.157783	3.360880	0.157783
0.890000	3.360880	0.132452	3.360880	0.132452
0.900000	3.360880	0.157783	3.360880	0.157783
0.910000	3.360880	0.137518	3.360880	0.137518
0.920000	3.360880	0.167915	3.360880	0.167915
0.930000	3.360880	0.147651	3.360880	0.147651
0.940000	3.365941	0.167915	3.365941	0.167915
0.950000	3.360880	0.147651	3.360880	0.147651
0.960000	3.360880	0.167915	3.360880	0.167915
0.970000	3.360880	0.137518	3.360880	0.137518
0.980000	3.360880	0.152717	3.360880	0.152717
0.990000	3.360880	0.132452	3.360880	0.132452
1.000000	3.360880	0.152717	3.360880	0.152717
1.010000	3.360880	0.122320	3.360880	0.122320
1.020000	3.360880	0.137518	3.360880	0.137518
1.030000	3.360880	0.122320	3.360880	0.122320
1.040000	3.365941	0.147651	3.365941	0.147651
1.050000	3.360880	0.132452	3.360880	0.132452
1.060000	3.360880	0.152717	3.360880	0.152717
1.070000	3.360880	0.132452	3.360880	0.132452
1.080000	3.360880	0.147651	3.360880	0.147651
1.090000	3.360880	0.122320	3.360880	0.122320
1.100000	3.360880	0.137518	3.360880	0.137518
1.110000	3.360880	0.107121	3.360880	0.107121
1.120000	3.360880	0.112187	3.360880	0.112187
1.130000	3.360880	0.066592	3.360880	0.066592
1.140000	3.360880	0.081790	3.360880	0.081790
1.150000	3.360880	0.051394	3.360880	0.051394
1.160000	3.360880	0.096989	3.360880	0.096989
1.170000	3.360880	0.076724	3.360880	0.076724
1.180000	3.360880	0.117254	3.360880	0.117254
1.190000	3.360880	0.091923	3.360880	0.091923
1.200000	3.360880	0.117254	3.360880	0.117254
1.210000	3.360880	0.066592	3.360880	0.066592
1.220000	3.360880	0.071658	3.360880	0.071658
